Make,Model,Year,Mileage,Color,Automatic Transmission_Yes,Air Conditioner_Yes,Power Steering_Yes,Remote Control_Yes,Price
82,515,2017,106000.0,13,1.0,1.0,1.0,1.0,850000.0
76,744,2022,76000.0,1,1.0,1.0,1.0,1.0,535000.0
47,348,2017,53000.0,22,1.0,0.0,0.0,0.0,550000.0
82,311,2019,78000.0,21,1.0,0.0,0.0,0.0,805000.0
47,351,2019,60000.0,9,1.0,1.0,1.0,1.0,655000.0
47,823,2013,345000.0,22,0.0,0.0,0.0,0.0,260000.0
59,511,2016,191000.0,1,1.0,1.0,1.0,1.0,770000.0
5,850,2016,95000.0,1,1.0,1.0,1.0,1.0,2900000.0
18,236,2021,80000.0,20,0.0,0.0,0.0,0.0,1200000.0
86,386,1995,145000.0,14,0.0,0.0,0.0,0.0,90000.0
12,376,2016,300000.0,10,0.0,0.0,0.0,0.0,200000.0
96,274,2018,135000.0,21,1.0,0.0,0.0,1.0,950000.0
47,145,2021,83000.0,1,1.0,1.0,1.0,1.0,920000.0
76,720,2018,60000.0,3,1.0,0.0,0.0,0.0,720000.0
77,160,2016,170000.0,4,1.0,1.0,1.0,1.0,550000.0
47,351,2023,150.0,10,1.0,1.0,1.0,1.0,840000.0
82,712,2019,83000.0,20,1.0,1.0,1.0,1.0,550000.0
97,629,2006,175000.0,1,1.0,1.0,1.0,0.0,580000.0
76,789,2007,170000.0,13,1.0,0.0,0.0,0.0,250000.0
75,532,1992,200000.0,21,0.0,0.0,0.0,0.0,165000.0
73,119,2009,270000.0,1,1.0,0.0,0.0,0.0,1200000.0
76,638,2016,66000.0,22,0.0,1.0,1.0,0.0,1200000.0
23,529,2009,57000.0,9,1.0,0.0,0.0,0.0,350000.0
45,146,2022,100000.0,13,1.0,0.0,0.0,0.0,2300000.0
23,608,2002,200000.0,12,0.0,0.0,0.0,0.0,185000.0
96,274,2018,60000.0,18,1.0,1.0,1.0,1.0,950000.0
62,820,2022,7000.0,22,1.0,0.0,0.0,0.0,5700000.0
23,537,2008,185000.0,13,0.0,0.0,0.0,0.0,230000.0
77,492,2014,139000.0,21,1.0,1.0,0.0,0.0,825000.0
96,274,2008,265000.0,1,1.0,1.0,1.0,1.0,420000.0
17,158,2022,59000.0,1,0.0,1.0,1.0,1.0,460000.0
59,247,2014,90000.0,4,0.0,0.0,0.0,0.0,750000.0
18,170,2019,89000.0,1,1.0,1.0,1.0,1.0,420000.0
76,744,2022,73000.0,3,1.0,1.0,1.0,1.0,700000.0
79,57,2021,82000.0,21,1.0,1.0,1.0,1.0,520000.0
76,744,2023,21000.0,3,1.0,1.0,1.0,1.0,565000.0
47,729,2013,235000.0,22,0.0,0.0,0.0,0.0,720000.0
97,788,2022,14500.0,7,1.0,1.0,1.0,1.0,1850000.0
82,549,2020,172000.0,10,1.0,1.0,1.0,1.0,525000.0
27,853,2018,90000.0,1,1.0,1.0,1.0,1.0,600000.0
47,806,2022,20000.0,13,1.0,0.0,0.0,0.0,1700000.0
77,819,1995,200000.0,12,1.0,0.0,0.0,0.0,170000.0
96,399,2023,0.0,22,1.0,1.0,1.0,1.0,3250000.0
18,619,2019,150000.0,10,1.0,1.0,1.0,1.0,480000.0
76,507,2022,60000.0,2,0.0,0.0,0.0,0.0,1450000.0
5,846,2014,200000.0,1,0.0,0.0,0.0,0.0,1600000.0
18,536,2014,81000.0,21,0.0,0.0,0.0,0.0,245000.0
29,293,2021,128000.0,21,1.0,1.0,1.0,1.0,1650000.0
47,347,2007,200000.0,10,1.0,1.0,1.0,1.0,480000.0
96,274,2022,43000.0,1,1.0,1.0,1.0,1.0,1400000.0
76,744,2021,82000.0,9,1.0,1.0,1.0,1.0,490000.0
47,804,2009,270000.0,1,1.0,1.0,1.0,1.0,650000.0
18,639,2020,164000.0,22,0.0,0.0,0.0,0.0,600000.0
90,778,2017,460000.0,16,1.0,1.0,1.0,1.0,460000.0
80,565,2017,43000.0,22,1.0,1.0,1.0,1.0,3200000.0
96,274,2000,370000.0,2,0.0,1.0,1.0,1.0,300000.0
76,744,2014,180000.0,10,1.0,1.0,1.0,0.0,450000.0
47,352,2011,160000.0,22,0.0,0.0,0.0,0.0,465000.0
17,158,2020,122000.0,21,0.0,1.0,1.0,1.0,475000.0
76,744,2018,140000.0,1,1.0,1.0,1.0,1.0,570000.0
62,671,2020,34000.0,1,1.0,1.0,1.0,1.0,6400000.0
18,536,2013,254000.0,10,0.0,1.0,0.0,0.0,250000.0
22,439,2019,2019.0,9,0.0,1.0,1.0,1.0,385000.0
68,99,2021,80000.0,22,1.0,1.0,1.0,1.0,790000.0
76,720,2023,140.0,13,1.0,1.0,1.0,1.0,1000000.0
77,160,2018,78000.0,1,1.0,1.0,1.0,1.0,575000.0
32,14,1986,150476.22754452928,22,0.0,0.0,0.0,0.0,33000.0
86,610,2001,225000.0,21,0.0,0.0,0.0,0.0,320000.0
79,86,5008,400.0,7,1.0,1.0,1.0,1.0,2600000.0
73,28,1981,200000.0,20,0.0,0.0,0.0,0.0,100000.0
59,739,2015,140000.0,21,1.0,1.0,0.0,1.0,850000.0
47,348,2019,70000.0,1,1.0,1.0,0.0,1.0,860000.0
59,721,1995,150476.22754452928,8,0.0,0.0,1.0,1.0,160000.0
59,637,2015,160000.0,21,1.0,1.0,0.0,0.0,375000.0
47,145,2021,210000.0,9,1.0,1.0,1.0,1.0,670000.0
93,694,2024,150476.22754452928,2,1.0,1.0,0.0,1.0,590000.0
59,247,2010,85000.0,20,1.0,1.0,1.0,1.0,595000.0
76,744,2022,70000.0,1,1.0,1.0,1.0,1.0,575000.0
18,536,2010,250000.0,22,0.0,0.0,0.0,0.0,185000.0
79,56,3008,130000.0,21,0.0,0.0,0.0,0.0,420000.0
59,247,2010,85000.0,20,1.0,1.0,1.0,1.0,595000.0
90,136,2007,95000.0,12,0.0,0.0,0.0,0.0,300000.0
47,456,2017,130000.0,1,1.0,1.0,1.0,1.0,475000.0
77,160,2015,135000.0,9,0.0,0.0,0.0,0.0,725000.0
96,274,2009,300000.0,1,0.0,0.0,0.0,0.0,450000.0
47,804,2017,130000.0,18,1.0,1.0,1.0,1.0,1200000.0
68,82,2021,60000.0,22,1.0,1.0,1.0,1.0,690000.0
17,158,2022,45000.0,7,0.0,1.0,0.0,1.0,510000.0
75,533,2015,160000.0,13,1.0,1.0,1.0,0.0,570000.0
84,542,2021,38000.0,20,1.0,1.0,1.0,1.0,1280000.0
96,476,2007,600000.0,22,0.0,0.0,0.0,0.0,450000.0
96,274,2015,160000.0,22,1.0,0.0,0.0,0.0,800000.0
77,492,2019,169000.0,7,1.0,1.0,1.0,1.0,1300000.0
75,533,2017,128000.0,1,1.0,1.0,1.0,0.0,610000.0
77,578,2016,120000.0,1,1.0,0.0,0.0,0.0,570000.0
79,59,2007,129600.0,21,1.0,0.0,0.0,0.0,300000.0
76,720,2022,61500.0,21,1.0,1.0,1.0,1.0,850000.0
76,744,2021,80000.0,3,1.0,1.0,1.0,1.0,550000.0
47,282,2016,97000.0,22,0.0,1.0,1.0,0.0,1100000.0
96,274,2012,169000.0,13,1.0,1.0,0.0,1.0,630000.0
96,274,2015,134000.0,13,1.0,1.0,1.0,0.0,800000.0
77,819,2009,98000.0,21,0.0,0.0,0.0,0.0,410000.0
32,724,2004,150476.22754452928,22,0.0,1.0,0.0,0.0,170000.0
12,376,2023,199.0,6,1.0,1.0,1.0,1.0,500000.0
47,823,2013,300000.0,23,0.0,1.0,0.0,0.0,205000.0
96,274,2009,133000.0,1,1.0,1.0,1.0,1.0,490000.0
75,534,2008,135000.0,18,0.0,1.0,0.0,1.0,400000.0
96,274,2021,57000.0,1,1.0,1.0,1.0,1.0,1200000.0
73,192,2015,160000.0,14,0.0,0.0,0.0,0.0,2000000.0
50,115,2012,127000.0,21,0.0,0.0,0.0,0.0,200000.0
79,35,2015,74000.0,1,1.0,1.0,1.0,1.0,450000.0
38,356,2013,150476.22754452928,21,0.0,1.0,0.0,1.0,165000.0
68,883,2021,98000.0,20,1.0,1.0,1.0,1.0,800000.0
17,362,2018,20000.0,21,0.0,1.0,1.0,1.0,320000.0
47,823,2014,184000.0,9,0.0,1.0,1.0,0.0,300000.0
17,158,2019,243000.0,2,1.0,1.0,1.0,1.0,450000.0
76,659,2014,291217.0,10,1.0,1.0,1.0,1.0,700000.0
59,733,2011,300000.0,3,1.0,1.0,1.0,1.0,540000.0
75,534,2006,135000.0,7,1.0,0.0,0.0,0.0,320000.0
47,143,2006,105000.0,21,0.0,0.0,0.0,0.0,240000.0
75,622,2016,160000.0,21,1.0,1.0,1.0,1.0,1850000.0
32,724,2001,140000.0,21,0.0,0.0,0.0,0.0,125000.0
73,420,2015,200000.0,21,1.0,1.0,1.0,1.0,1550000.0
76,744,2015,126000.0,21,0.0,0.0,0.0,0.0,365000.0
96,476,2009,255000.0,22,0.0,0.0,0.0,0.0,1050000.0
47,805,2017,66000.0,4,1.0,1.0,0.0,1.0,1300000.0
59,453,2019,215000.0,9,1.0,1.0,1.0,1.0,850000.0
76,744,2015,30000.0,9,0.0,0.0,0.0,0.0,470000.0
18,170,2020,69000.0,21,1.0,1.0,1.0,1.0,520000.0
86,714,2021,52000.0,13,1.0,1.0,1.0,1.0,1050000.0
60,461,2019,135000.0,3,0.0,1.0,1.0,1.0,270000.0
47,484,2013,120000.0,1,1.0,1.0,1.0,1.0,850000.0
76,744,2009,40000.0,7,1.0,0.0,0.0,0.0,450000.0
47,145,2022,120000.0,2,1.0,1.0,1.0,1.0,800000.0
76,744,2009,200000.0,1,0.0,0.0,0.0,0.0,375000.0
12,376,2019,200000.0,2,0.0,1.0,1.0,1.0,350000.0
75,533,2012,175000.0,1,0.0,0.0,0.0,0.0,400000.0
59,247,2011,250000.0,21,1.0,0.0,0.0,0.0,485000.0
45,257,2018,133000.0,21,1.0,1.0,0.0,0.0,1150000.0
82,311,2016,230000.0,22,0.0,0.0,0.0,0.0,470000.0
97,629,2007,295000.0,1,1.0,0.0,0.0,0.0,525000.0
77,160,2005,250000.0,1,1.0,1.0,0.0,0.0,250000.0
52,833,1992,200000.0,4,0.0,0.0,0.0,0.0,200000.0
75,533,2016,80000.0,20,1.0,1.0,0.0,0.0,650000.0
76,744,2015,100000.0,3,1.0,1.0,0.0,0.0,370000.0
47,823,2012,200000.0,9,0.0,1.0,0.0,0.0,260000.0
47,805,2020,88000.0,1,1.0,1.0,1.0,1.0,1190000.0
75,533,2015,140000.0,20,0.0,0.0,0.0,0.0,600000.0
73,192,2010,240000.0,13,1.0,1.0,1.0,1.0,1120000.0
18,619,2021,19300.0,21,1.0,1.0,1.0,1.0,525000.0
97,442,2019,116000.0,9,1.0,1.0,1.0,1.0,1200000.0
5,65,2013,180000.0,9,1.0,1.0,1.0,1.0,1300000.0
18,619,2021,31500.0,7,1.0,1.0,1.0,1.0,600000.0
17,785,2022,85000.0,20,1.0,1.0,1.0,1.0,1200000.0
79,57,2016,240000.0,1,0.0,0.0,0.0,0.0,300000.0
18,536,2014,154000.0,21,0.0,0.0,0.0,0.0,265000.0
75,532,1998,150476.22754452928,8,1.0,1.0,1.0,1.0,180000.0
59,680,2016,140000.0,21,1.0,1.0,1.0,1.0,720000.0
18,287,2016,142000.0,4,1.0,1.0,1.0,1.0,650000.0
59,637,2005,117000.0,1,1.0,1.0,1.0,1.0,325000.0
32,724,2001,110000.0,21,0.0,0.0,1.0,1.0,100000.0
73,324,2018,133000.0,22,1.0,1.0,1.0,1.0,3050000.0
76,659,2019,160000.0,20,1.0,1.0,1.0,1.0,850000.0
23,536,1999,280000.0,20,1.0,1.0,0.0,0.0,190000.0
90,134,2009,177000.0,21,0.0,0.0,0.0,0.0,185000.0
59,248,2010,165000.0,1,1.0,1.0,0.0,1.0,530000.0
73,192,2000,250000.0,12,1.0,0.0,0.0,0.0,350000.0
19,799,2005,220000.0,14,0.0,0.0,0.0,0.0,450000.0
33,406,2016,88000.0,1,0.0,0.0,0.0,0.0,1070000.0
68,99,2021,82000.0,22,1.0,1.0,1.0,1.0,900000.0
32,722,2005,120000.0,22,0.0,0.0,0.0,0.0,75000.0
90,134,2018,100000.0,1,1.0,1.0,1.0,0.0,750000.0
47,823,2007,150476.22754452928,7,0.0,0.0,1.0,1.0,230000.0
59,680,2017,95000.0,21,1.0,1.0,1.0,1.0,520000.0
53,862,2022,22000.0,22,1.0,1.0,1.0,1.0,1400000.0
79,88,1977,190000.0,20,0.0,0.0,0.0,0.0,70000.0
76,720,2017,191000.0,21,1.0,0.0,0.0,0.0,590000.0
75,534,2011,244000.0,20,1.0,1.0,1.0,1.0,450000.0
47,823,2013,256000.0,22,0.0,1.0,0.0,1.0,270000.0
18,536,2015,90000.0,1,0.0,0.0,0.0,0.0,285000.0
5,63,2015,215000.0,1,0.0,0.0,0.0,0.0,1150000.0
77,492,2014,125000.0,21,1.0,1.0,1.0,1.0,850000.0
18,619,2021,59000.0,10,1.0,1.0,1.0,1.0,510000.0
47,823,2013,90000.0,21,0.0,0.0,0.0,0.0,270000.0
47,804,2022,70000.0,21,1.0,0.0,0.0,0.0,1800000.0
59,739,2020,33000.0,2,1.0,1.0,1.0,1.0,1500000.0
32,14,1997,61000.0,2,0.0,0.0,0.0,0.0,70000.0
82,549,2015,176000.0,1,0.0,1.0,1.0,1.0,300000.0
86,610,1999,200000.0,9,1.0,1.0,0.0,1.0,300000.0
5,96,1990,280000.0,6,1.0,1.0,1.0,1.0,340000.0
75,532,1996,500000.0,2,0.0,0.0,0.0,0.0,175000.0
5,843,2020,100000.0,2,1.0,1.0,1.0,1.0,1850000.0
77,492,2020,118000.0,22,1.0,1.0,1.0,1.0,1400000.0
84,793,2014,100000.0,21,1.0,1.0,1.0,1.0,580000.0
47,805,2017,142000.0,22,1.0,1.0,0.0,1.0,1100000.0
32,545,2013,240000.0,2,0.0,0.0,0.0,0.0,330000.0
75,534,2008,305000.0,20,0.0,1.0,1.0,1.0,385000.0
75,533,2014,90000.0,3,1.0,1.0,1.0,0.0,570000.0
77,160,2021,50000.0,21,1.0,1.0,1.0,1.0,900000.0
59,733,2014,108000.0,22,1.0,1.0,1.0,1.0,720000.0
77,160,2019,100000.0,21,1.0,1.0,1.0,1.0,650000.0
18,619,2006,130000.0,2,0.0,0.0,0.0,0.0,300000.0
82,577,2016,200000.0,22,1.0,1.0,1.0,0.0,550000.0
75,533,2016,115000.0,21,1.0,1.0,1.0,1.0,610000.0
73,197,2010,196000.0,13,0.0,0.0,0.0,0.0,1220000.0
76,744,2015,85000.0,1,1.0,0.0,0.0,0.0,475000.0
60,461,2019,65000.0,21,0.0,1.0,1.0,0.0,245000.0
73,412,2015,195000.0,1,1.0,1.0,0.0,1.0,1300000.0
5,854,2018,58000.0,22,1.0,0.0,0.0,0.0,3900000.0
90,778,2013,64000.0,21,0.0,0.0,0.0,0.0,350000.0
96,644,2014,195000.0,21,1.0,0.0,0.0,0.0,3000000.0
60,461,2022,70000.0,13,0.0,1.0,1.0,1.0,280000.0
47,804,2023,6000.0,21,1.0,1.0,1.0,1.0,1800000.0
47,806,2023,26.0,13,1.0,0.0,0.0,0.0,2000000.0
59,247,2015,142000.0,2,1.0,1.0,1.0,1.0,695000.0
32,16,1980,150476.22754452928,18,0.0,0.0,0.0,1.0,90000.0
75,533,2015,109000.0,21,0.0,0.0,0.0,0.0,620000.0
68,82,2022,140000.0,1,1.0,1.0,1.0,1.0,875000.0
82,577,2005,245000.0,21,0.0,1.0,1.0,1.0,220000.0
53,862,2022,28000.0,1,0.0,0.0,0.0,0.0,1350000.0
82,549,2014,119000.0,13,0.0,1.0,1.0,1.0,355000.0
59,247,2011,182000.0,15,1.0,1.0,1.0,0.0,450000.0
18,170,2010,150476.22754452928,1,0.0,1.0,0.0,1.0,260000.0
32,649,2016,152000.0,21,0.0,0.0,0.0,0.0,460000.0
18,536,2012,295000.0,13,0.0,1.0,0.0,1.0,225000.0
59,247,2015,125000.0,20,1.0,1.0,1.0,1.0,595000.0
47,823,2007,173000.0,21,0.0,1.0,1.0,1.0,250000.0
68,82,2021,90000.0,20,1.0,1.0,1.0,1.0,700000.0
97,501,2017,140000.0,22,1.0,1.0,0.0,1.0,465000.0
32,17,1979,150476.22754452928,22,0.0,0.0,0.0,0.0,44000.0
18,170,2017,183000.0,9,1.0,1.0,1.0,1.0,420000.0
60,516,2006,159000.0,2,0.0,0.0,1.0,1.0,150000.0
59,239,2011,182000.0,21,1.0,1.0,1.0,1.0,550000.0
18,619,2011,83000.0,6,1.0,1.0,1.0,1.0,410000.0
86,878,2013,70000.0,18,0.0,0.0,0.0,0.0,650000.0
59,239,2015,310000.0,11,0.0,0.0,0.0,0.0,820000.0
93,152,2020,58000.0,20,0.0,1.0,1.0,0.0,280000.0
18,619,2006,22000.0,20,0.0,0.0,0.0,1.0,350000.0
20,209,2015,68000.0,18,1.0,0.0,0.0,0.0,650000.0
59,247,2011,157000.0,4,0.0,0.0,0.0,0.0,510000.0
96,274,2022,67000.0,14,1.0,1.0,1.0,1.0,1100000.0
5,65,2018,61000.0,1,1.0,0.0,0.0,1.0,2000000.0
17,786,2022,32000.0,20,1.0,1.0,1.0,1.0,1400000.0
18,619,2008,210000.0,12,1.0,1.0,1.0,1.0,320000.0
76,744,2022,130000.0,1,1.0,1.0,1.0,1.0,610000.0
73,197,2010,150000.0,9,1.0,0.0,0.0,0.0,1100000.0
24,771,2008,175000.0,20,1.0,0.0,0.0,0.0,450000.0
97,629,2000,150476.22754452928,21,0.0,0.0,0.0,0.0,240000.0
68,82,2022,11800.0,22,1.0,1.0,1.0,1.0,720000.0
17,158,2022,37000.0,21,1.0,1.0,1.0,1.0,540000.0
79,90,2022,53000.0,13,1.0,1.0,1.0,1.0,1650000.0
93,817,2015,80000.0,22,0.0,0.0,0.0,0.0,150000.0
82,549,2016,126000.0,21,1.0,1.0,1.0,1.0,350000.0
59,247,2019,122000.0,21,1.0,1.0,0.0,1.0,954512.3051434528
47,349,2021,95000.0,22,1.0,1.0,1.0,0.0,1050000.0
76,631,2019,75000.0,1,1.0,1.0,1.0,1.0,7000000.0
38,356,2018,141000.0,20,0.0,1.0,1.0,1.0,310000.0
82,711,2012,159000.0,1,0.0,0.0,0.0,0.0,250000.0
47,372,1996,150476.22754452928,5,0.0,0.0,1.0,0.0,90000.0
47,282,2023,0.0,22,1.0,1.0,0.0,1.0,1400000.0
47,806,2018,50000.0,9,1.0,1.0,1.0,1.0,1150000.0
59,245,2017,130000.0,4,1.0,1.0,1.0,1.0,750000.0
79,86,5008,266000.0,21,1.0,0.0,0.0,0.0,750000.0
97,788,2015,45000.0,21,0.0,0.0,0.0,0.0,800000.0
12,376,2017,300000.0,3,0.0,1.0,1.0,0.0,285000.0
75,533,2015,75000.0,20,1.0,0.0,0.0,0.0,850000.0
18,619,2009,228000.0,12,0.0,0.0,0.0,0.0,300000.0
5,64,2018,170000.0,13,1.0,0.0,0.0,1.0,1400000.0
77,160,2021,115000.0,1,1.0,1.0,1.0,1.0,950000.0
82,712,2012,212000.0,20,0.0,0.0,0.0,0.0,330000.0
22,331,2019,100000.0,20,1.0,1.0,1.0,1.0,750000.0
18,236,2020,45000.0,9,1.0,1.0,1.0,1.0,900000.0
76,659,2021,90000.0,2,0.0,0.0,0.0,0.0,1100000.0
68,82,2022,23000.0,20,1.0,1.0,1.0,1.0,730000.0
47,143,2011,197000.0,1,0.0,1.0,0.0,1.0,350000.0
82,392,2016,140000.0,13,1.0,0.0,0.0,0.0,600000.0
12,376,2022,55000.0,21,1.0,1.0,1.0,1.0,480000.0
47,728,2016,100000.0,15,1.0,1.0,1.0,1.0,570000.0
93,254,2022,44000.0,1,1.0,1.0,1.0,1.0,760000.0
73,192,2018,70000.0,22,1.0,1.0,1.0,1.0,2500000.0
45,146,2022,2000.0,13,1.0,1.0,1.0,1.0,2500000.0
93,749,2021,45000.0,22,1.0,1.0,1.0,1.0,520000.0
47,349,2021,100000.0,2,1.0,1.0,1.0,1.0,960000.0
18,170,2020,16353.0,18,0.0,0.0,0.0,0.0,490000.0
96,274,2022,10000.0,22,0.0,0.0,0.0,0.0,1500000.0
77,819,2002,150476.22754452928,8,1.0,0.0,0.0,0.0,250000.0
47,145,2021,84000.0,2,1.0,1.0,1.0,1.0,745000.0
96,274,2020,13500.0,20,1.0,1.0,1.0,1.0,1100000.0
47,823,2014,50000.0,22,0.0,0.0,0.0,0.0,250000.0
32,643,1985,150476.22754452928,18,0.0,0.0,0.0,0.0,46000.0
32,389,2015,175000.0,22,0.0,0.0,0.0,0.0,275000.0
47,352,2012,130000.0,1,1.0,1.0,1.0,1.0,480000.0
77,277,2011,150476.22754452928,1,1.0,0.0,0.0,0.0,350000.0
47,573,2010,117000.0,12,0.0,0.0,0.0,0.0,490000.0
47,484,2015,143000.0,22,1.0,1.0,1.0,1.0,1450000.0
79,56,3008,60000.0,22,1.0,1.0,1.0,1.0,1600000.0
47,823,2005,105000.0,12,0.0,0.0,0.0,0.0,320000.0
47,352,2015,150000.0,21,0.0,0.0,0.0,0.0,655000.0
75,533,2015,170000.0,22,1.0,0.0,0.0,0.0,600000.0
76,744,2018,87000.0,21,1.0,1.0,1.0,1.0,495000.0
96,275,2021,45000.0,21,0.0,0.0,0.0,0.0,1000000.0
77,160,2020,70000.0,13,1.0,1.0,1.0,1.0,890000.0
85,122,2015,135000.0,21,0.0,0.0,0.0,0.0,345000.0
12,376,2017,60000.0,4,0.0,0.0,0.0,0.0,350000.0
47,823,2006,300000.0,23,0.0,1.0,1.0,1.0,260000.0
18,598,2021,50000.0,10,0.0,1.0,1.0,0.0,400000.0
18,364,2019,70000.0,15,1.0,1.0,1.0,1.0,1350000.0
38,356,2015,155000.0,1,0.0,1.0,0.0,1.0,240000.0
59,239,2016,90000.0,21,1.0,1.0,1.0,1.0,735000.0
76,744,2020,100000.0,9,1.0,1.0,1.0,1.0,450000.0
79,75,1999,100000.0,21,0.0,0.0,0.0,0.0,210000.0
76,659,2019,130000.0,22,1.0,1.0,1.0,1.0,1050000.0
75,622,2015,153000.0,1,1.0,1.0,0.0,1.0,1700000.0
77,819,2008,230000.0,1,1.0,1.0,0.0,1.0,350000.0
76,744,2019,115000.0,1,1.0,1.0,1.0,0.0,460000.0
77,160,2016,98000.0,11,0.0,0.0,0.0,0.0,660000.0
47,823,2016,165000.0,9,0.0,1.0,0.0,1.0,360000.0
79,86,5008,85000.0,22,1.0,1.0,1.0,1.0,1700000.0
47,347,2008,165000.0,6,1.0,1.0,1.0,1.0,445000.0
20,214,2022,19000.0,9,1.0,1.0,1.0,1.0,1500000.0
75,534,2013,137000.0,21,1.0,0.0,0.0,0.0,480000.0
81,635,2012,250000.0,1,1.0,1.0,0.0,1.0,390000.0
77,160,2020,130000.0,1,0.0,0.0,0.0,0.0,700000.0
76,659,2018,158000.0,7,1.0,1.0,1.0,1.0,850000.0
60,461,2022,42000.0,21,0.0,1.0,1.0,1.0,320000.0
75,533,2008,145000.0,10,0.0,0.0,0.0,0.0,520000.0
24,450,2013,15000.0,20,0.0,1.0,0.0,0.0,250000.0
82,311,2021,60000.0,21,1.0,0.0,0.0,0.0,790000.0
59,637,2015,107000.0,21,0.0,0.0,0.0,0.0,485000.0
86,611,2007,192000.0,1,0.0,0.0,0.0,0.0,400000.0
47,348,2017,95000.0,20,1.0,1.0,1.0,0.0,800000.0
14,556,2013,160000.0,21,0.0,0.0,0.0,0.0,175000.0
96,274,2022,150476.22754452928,1,1.0,1.0,1.0,1.0,428000.0
59,245,2016,87000.0,1,1.0,1.0,1.0,1.0,750000.0
90,778,2012,112000.0,21,1.0,1.0,0.0,1.0,450000.0
75,533,2016,140000.0,1,1.0,1.0,0.0,1.0,680000.0
82,515,2019,165000.0,1,1.0,1.0,1.0,1.0,900000.0
53,862,2022,22000.0,22,1.0,1.0,1.0,1.0,1400000.0
82,311,2019,96000.0,2,1.0,1.0,1.0,1.0,750000.0
18,170,2015,175000.0,20,0.0,1.0,0.0,1.0,330000.0
68,82,2023,500.0,2,1.0,1.0,1.0,1.0,1000000.0
47,804,2022,150476.22754452928,13,1.0,1.0,1.0,1.0,1775000.0
18,619,2020,207000.0,4,1.0,1.0,1.0,1.0,520000.0
82,311,2020,81000.0,3,1.0,1.0,1.0,1.0,850000.0
5,846,2012,230000.0,21,1.0,1.0,0.0,1.0,1450000.0
20,214,2020,90000.0,22,1.0,1.0,1.0,1.0,1430000.0
79,90,2013,116000.0,1,1.0,0.0,0.0,0.0,630000.0
73,422,2010,200000.0,2,1.0,1.0,0.0,0.0,1200000.0
20,213,2020,85000.0,22,0.0,0.0,0.0,0.0,1300000.0
33,395,2018,200000.0,21,1.0,1.0,1.0,1.0,700000.0
73,192,2015,160000.0,1,1.0,1.0,1.0,0.0,1750000.0
76,744,2022,60000.0,21,1.0,1.0,1.0,1.0,250000.0
47,479,2023,800.0,21,0.0,0.0,0.0,0.0,650000.0
59,733,2011,50000.0,22,1.0,1.0,1.0,1.0,400000.0
77,460,2018,140000.0,22,1.0,0.0,0.0,0.0,1050000.0
18,536,2009,151000.0,22,0.0,1.0,0.0,1.0,160000.0
18,170,2013,220000.0,20,1.0,0.0,0.0,0.0,320000.0
81,645,2019,164000.0,1,1.0,1.0,1.0,1.0,490000.0
24,771,2008,400000.0,21,1.0,1.0,1.0,1.0,475000.0
97,642,2005,228000.0,18,0.0,0.0,0.0,0.0,220000.0
90,778,2013,165000.0,1,0.0,1.0,1.0,1.0,340000.0
47,144,2022,10000.0,20,1.0,1.0,1.0,1.0,930000.0
79,56,3008,200000.0,22,1.0,1.0,1.0,0.0,875000.0
60,461,2022,42000.0,21,0.0,1.0,1.0,1.0,320000.0
38,356,2015,111000.0,1,0.0,0.0,0.0,0.0,220000.0
50,498,2022,35000.0,22,1.0,1.0,1.0,1.0,760000.0
18,170,2020,115000.0,21,1.0,1.0,1.0,1.0,460000.0
18,170,2013,80000.0,21,1.0,1.0,0.0,1.0,380000.0
18,619,2008,252000.0,12,1.0,1.0,1.0,0.0,460000.0
32,649,2009,162000.0,9,0.0,1.0,1.0,0.0,260000.0
82,711,2013,158000.0,10,1.0,1.0,1.0,1.0,400000.0
75,345,2018,85000.0,20,1.0,1.0,1.0,1.0,1250000.0
45,257,2007,260000.0,13,0.0,0.0,0.0,0.0,480000.0
47,823,2006,500000.0,10,0.0,1.0,1.0,1.0,250000.0
32,13,1983,150476.22754452928,22,0.0,0.0,0.0,0.0,35000.0
18,619,2014,180000.0,21,0.0,0.0,0.0,0.0,485000.0
77,160,2020,83500.0,1,0.0,0.0,0.0,0.0,900000.0
12,376,2023,33000.0,22,1.0,1.0,1.0,1.0,550000.0
24,771,2007,170000.0,21,0.0,1.0,1.0,1.0,295000.0
75,534,2005,150000.0,21,0.0,0.0,0.0,0.0,400000.0
97,447,2011,250000.0,7,0.0,0.0,0.0,0.0,620000.0
52,838,2016,28000.0,9,1.0,1.0,0.0,1.0,1630000.0
96,274,2009,216000.0,9,0.0,0.0,0.0,0.0,485000.0
47,349,2022,47000.0,9,1.0,1.0,1.0,1.0,1030000.0
59,680,2015,150000.0,22,1.0,1.0,0.0,1.0,650000.0
97,447,2011,110000.0,1,1.0,1.0,1.0,1.0,450000.0
76,744,2021,65000.0,3,1.0,1.0,1.0,1.0,680000.0
73,192,2018,92000.0,1,1.0,1.0,1.0,1.0,2200000.0
17,158,2022,79000.0,22,0.0,1.0,1.0,1.0,600000.0
47,573,2009,127000.0,12,0.0,0.0,0.0,0.0,440000.0
82,311,2015,190000.0,1,0.0,0.0,0.0,0.0,420000.0
5,856,2024,150476.22754452928,9,1.0,1.0,1.0,1.0,9000000.0
17,158,2022,26000.0,22,1.0,1.0,1.0,1.0,600000.0
79,56,3008,28000.0,9,1.0,1.0,1.0,1.0,2200000.0
